date,middlePB,equalWeightAveragePB,close,quantileInAllHistoryMiddlePB,quantileInRecent10YearsMiddlePB,quantileInAllHistoryEqualWeightAveragePB,quantileInRecent10YearsEqualWeightAveragePB
2015-02-02,3.52,4.55,3128.3,0.6442,0.64097,0.65727,0.65416
2015-02-03,3.58,4.64,3204.91,0.66476,0.66158,0.67497,0.67189
2015-02-04,3.57,4.64,3174.13,0.66286,0.65952,0.6751,0.67189
2015-02-05,3.55,4.64,3136.53,0.65443,0.65101,0.67523,0.67202
2015-02-06,3.47,4.54,3075.91,0.62806,0.62438,0.65457,0.65115
2015-02-09,3.45,4.51,3095.12,0.62046,0.61671,0.64615,0.64265
2015-02-10,3.49,4.58,3141.59,0.63488,0.63128,0.66178,0.65844
2015-02-11,3.53,4.65,3157.7,0.64766,0.64418,0.67943,0.67626
2015-02-12,3.57,4.69,3173.42,0.66368,0.66036,0.68607,0.68298
2015-02-13,3.63,4.77,3203.83,0.67806,0.67489,0.69678,0.69379
2015-02-16,3.7,4.88,3222.36,0.69081,0.68763,0.71359,0.71065
2015-02-17,3.72,4.86,3246.91,0.6954,0.69215,0.71004,0.70695
2015-02-25,3.71,4.85,3228.84,0.6935,0.68946,0.70691,0.70305
2015-02-26,3.76,4.88,3298.36,0.70175,0.69782,0.71394,0.71017
2015-02-27,3.78,4.94,3310.3,0.70674,0.70288,0.72665,0.72305
2015-03-02,3.86,5.03,3336.29,0.72594,0.72199,0.74827,0.74465
2015-03-03,3.87,5.0,3263.05,0.7289,0.72488,0.74148,0.73764
2015-03-04,3.95,5.1,3279.53,0.7428,0.73888,0.75984,0.75618
2015-03-05,3.98,5.14,3248.48,0.74736,0.74352,0.76642,0.76287
2015-03-06,3.92,5.08,3241.19,0.73774,0.73374,0.75517,0.75144
2015-03-09,3.99,5.12,3302.41,0.74919,0.74506,0.76175,0.75783
2015-03-10,4.02,5.16,3286.07,0.75537,0.75124,0.76792,0.764
2015-03-11,4.01,5.19,3290.9,0.75263,0.74835,0.77287,0.76895
2015-03-12,3.97,5.13,3349.32,0.74545,0.74105,0.76285,0.75875
2015-03-13,4.05,5.23,3372.91,0.76335,0.75926,0.77468,0.77078
2015-03-16,4.14,5.4,3449.31,0.77679,0.77265,0.81399,0.81054
2015-03-17,4.2,5.46,3502.85,0.79022,0.78624,0.82943,0.82619
2015-03-18,4.28,5.55,3577.3,0.80929,0.8056,0.84929,0.84638
2015-03-19,4.3,5.58,3582.27,0.81543,0.81186,0.85057,0.84767
2015-03-20,4.33,5.66,3617.32,0.8256,0.82222,0.86677,0.8642
2015-03-23,4.42,5.82,3687.73,0.84867,0.84555,0.89185,0.88962
2015-03-24,4.43,5.85,3691.41,0.84954,0.84638,0.89633,0.89415
2015-03-25,4.46,5.93,3660.73,0.85363,0.85049,0.90847,0.90651
2015-03-26,4.45,5.84,3682.1,0.85248,0.84932,0.89359,0.89131
2015-03-27,4.5,5.87,3691.1,0.86019,0.8572,0.89887,0.89671
2015-03-30,4.54,5.87,3786.57,0.86871,0.86573,0.89891,0.89662
2015-03-31,4.53,5.88,3747.9,0.86514,0.86203,0.90016,0.89786
2015-04-01,4.67,6.0,3810.29,0.89457,0.89209,0.91509,0.9131
2015-04-02,4.79,6.17,3825.78,0.9107,0.9086,0.92759,0.9259
2015-04-03,4.91,6.3,3863.93,0.92521,0.92346,0.93164,0.93004
2015-04-07,5.0,6.41,3961.38,0.92966,0.92789,0.9369,0.93531
2015-04-08,4.95,6.32,3994.81,0.92728,0.92542,0.9313,0.92954
2015-04-09,4.91,6.26,3957.53,0.9245,0.92257,0.92851,0.92669
2015-04-10,5.07,6.43,4034.31,0.93456,0.93289,0.93778,0.93619
2015-04-13,5.2,6.55,4121.72,0.94021,0.93861,0.94222,0.94067
2015-04-14,5.22,6.57,4135.57,0.94023,0.93861,0.94304,0.94149
2015-04-15,4.96,6.3,4084.16,0.92622,0.92419,0.92983,0.92789
2015-04-16,5.03,6.34,4194.82,0.92946,0.92751,0.93106,0.92916
2015-04-17,5.06,6.38,4287.3,0.93269,0.93084,0.93429,0.93248
2015-04-20,4.92,6.26,4217.08,0.92231,0.92007,0.92631,0.92419
2015-04-21,5.14,6.49,4293.62,0.93835,0.93655,0.93955,0.93778
2015-04-22,5.25,6.68,4398.49,0.94318,0.94149,0.94998,0.9485
2015-04-23,5.28,6.73,4414.51,0.9448,0.94316,0.95,0.94852
2015-04-24,5.31,6.73,4393.69,0.94682,0.94524,0.95002,0.94854
2015-04-27,5.32,6.75,4527.4,0.94764,0.94602,0.95044,0.94891
2015-04-28,5.11,6.51,4476.22,0.93608,0.93407,0.93887,0.93696
2015-04-29,5.24,6.68,4476.62,0.94129,0.93943,0.94888,0.94726
2015-04-30,5.23,6.71,4441.66,0.94012,0.93822,0.9489,0.94728
2015-05-04,5.33,6.78,4480.46,0.94773,0.94607,0.95211,0.9506
2015-05-05,5.16,6.62,4298.71,0.93618,0.93416,0.94256,0.94074
2015-05-06,5.12,6.6,4229.27,0.93461,0.93254,0.94219,0.94035
2015-05-07,4.98,6.48,4112.21,0.92268,0.92023,0.93503,0.93298
2015-05-08,5.2,6.73,4205.92,0.93745,0.93547,0.9494,0.9478
2015-05-11,5.46,7.09,4333.58,0.9554,0.95393,0.97053,0.96956
2015-05-12,5.61,7.22,4401.22,0.96616,0.96503,0.97532,0.9745
2015-05-13,5.63,7.23,4375.76,0.96697,0.96586,0.97573,0.97491
2015-05-14,5.71,7.4,4378.31,0.97017,0.96916,0.9817,0.98109
2015-05-15,5.67,7.36,4308.69,0.96819,0.96712,0.98012,0.97945
2015-05-18,5.85,7.56,4283.49,0.97695,0.97614,0.98609,0.9856
2015-05-19,5.97,7.78,4417.55,0.9853,0.98478,0.99484,0.99465
2015-05-20,6.11,7.89,4446.29,0.98888,0.98848,0.9996,0.99959
2015-05-21,6.33,8.19,4529.42,0.99881,0.99877,1.0,1.0
2015-05-22,6.47,8.33,4657.6,1.0,1.0,1.0,1.0
2015-05-25,6.68,8.52,4813.8,1.0,1.0,1.0,1.0
2015-05-26,7.0,8.84,4910.9,1.0,1.0,1.0,1.0
2015-05-27,7.18,8.99,4941.71,1.0,1.0,1.0,1.0
2015-05-28,6.67,8.57,4620.27,0.99881,0.99877,0.99921,0.99918
2015-05-29,6.74,8.63,4611.74,0.99921,0.99918,0.99921,0.99918
2015-06-01,7.09,9.03,4828.74,0.9996,0.99959,1.0,1.0
2015-06-02,7.44,9.31,4910.53,1.0,1.0,1.0,1.0
2015-06-03,7.53,9.3,4909.98,1.0,1.0,0.9996,0.99959
2015-06-04,7.51,9.16,4947.1,0.9996,0.99959,0.99921,0.99918
2015-06-05,7.65,9.27,5023.1,1.0,1.0,0.99921,0.99918
2015-06-08,7.54,9.07,5131.88,0.9996,0.99959,0.99842,0.99835
2015-06-09,7.6,9.12,5113.53,0.99961,0.99959,0.99842,0.99835
2015-06-10,7.68,9.27,5106.04,1.0,1.0,0.99921,0.99918
2015-06-11,7.92,9.48,5121.59,1.0,1.0,1.0,1.0
2015-06-12,7.99,9.57,5166.35,1.0,1.0,1.0,1.0
2015-06-15,7.73,9.35,5062.99,0.99921,0.99918,0.99921,0.99918
2015-06-16,7.35,9.01,4887.43,0.99606,0.99589,0.99566,0.99548
2015-06-17,7.55,9.17,4967.9,0.99764,0.99753,0.99724,0.99712
2015-06-18,7.25,8.8,4785.36,0.99527,0.99507,0.99409,0.99383
2015-06-19,6.67,8.3,4478.36,0.99291,0.9926,0.99213,0.99178
2015-06-23,6.65,8.4,4576.49,0.99213,0.99177,0.99252,0.99218
2015-06-24,6.87,8.56,4690.15,0.99371,0.99342,0.99292,0.99259
2015-06-25,6.61,8.18,4527.78,0.99135,0.99095,0.99056,0.99013
2015-06-26,5.98,7.49,4192.87,0.97524,0.9741,0.97327,0.97204
2015-06-29,5.49,6.92,4053.03,0.94381,0.94115,0.94853,0.94609
2015-06-30,5.72,7.18,4277.22,0.96033,0.95844,0.96269,0.96091
2015-07-01,5.33,6.75,4053.7,0.93443,0.93128,0.93679,0.93374
2015-07-02,4.87,6.2,3912.77,0.89796,0.89305,0.90542,0.90086
2015-07-03,4.45,5.73,3686.92,0.83013,0.82196,0.85524,0.84827
2015-07-06,4.19,5.34,3775.91,0.76392,0.75226,0.77176,0.76049
2015-07-07,3.71,4.75,3727.12,0.66915,0.65267,0.66915,0.65267
2015-07-08,3.37,4.37,3507.19,0.57759,0.55638,0.59365,0.57325
2015-07-09,3.67,4.71,3709.33,0.65962,0.64253,0.66314,0.64624
2015-07-10,4.05,5.14,3877.8,0.74041,0.72738,0.74276,0.72985
2015-07-13,4.49,5.67,3970.39,0.8364,0.82798,0.84384,0.8358
2015-07-14,4.72,5.99,3924.49,0.88067,0.87449,0.89202,0.88642
2015-07-15,4.37,5.59,3805.7,0.81541,0.80576,0.82753,0.81852
2015-07-16,4.4,5.61,3823.18,0.82056,0.81119,0.83268,0.82394
2015-07-17,4.76,6.06,3957.35,0.88472,0.8787,0.89644,0.89104
2015-07-20,4.95,6.26,3992.11,0.90742,0.90247,0.90859,0.9037
2015-07-21,5.07,6.44,4017.67,0.91644,0.91193,0.91956,0.91523
2015-07-22,5.14,6.54,4026.05,0.92194,0.9177,0.92428,0.92016
2015-07-23,5.35,6.82,4123.92,0.93523,0.93172,0.9403,0.93706
2015-07-24,5.28,6.78,4070.91,0.93019,0.9264,0.93877,0.93544
2015-07-27,4.77,6.17,3725.56,0.88499,0.8786,0.9037,0.89835
2015-07-28,4.53,5.9,3663.0,0.84139,0.83251,0.88075,0.87407
2015-07-29,4.85,6.25,3789.17,0.89404,0.88807,0.90612,0.90082
2015-07-30,4.71,6.04,3705.77,0.87578,0.86878,0.89252,0.88647
2015-07-31,4.65,5.96,3663.73,0.8622,0.85444,0.88595,0.87952
2015-08-03,4.39,5.66,3622.91,0.81595,0.80535,0.83852,0.82922
2015-08-04,4.73,6.02,3756.54,0.88098,0.87407,0.89032,0.88395
2015-08-05,4.72,5.98,3694.57,0.87792,0.87078,0.88725,0.88066
2015-08-06,4.74,5.94,3661.54,0.88185,0.87495,0.88263,0.87577
2015-08-07,4.93,6.19,3744.2,0.90443,0.89885,0.90365,0.89803
2015-08-10,5.2,6.58,3928.42,0.92388,0.91934,0.9266,0.92222
2015-08-11,5.28,6.62,3927.91,0.93051,0.92634,0.92857,0.92428
2015-08-12,5.22,6.52,3886.32,0.92394,0.91934,0.922,0.91728
2015-08-13,5.38,6.72,3954.56,0.93638,0.93254,0.93445,0.93048
2015-08-14,5.48,6.79,3965.33,0.94339,0.93997,0.93951,0.93586
2015-08-17,5.57,6.88,3993.67,0.95,0.94691,0.94612,0.9428
2015-08-18,5.06,6.33,3748.16,0.91205,0.90658,0.90895,0.90329
2015-08-19,5.24,6.5,3794.11,0.92603,0.9214,0.92022,0.91523
2015-08-20,5.01,6.27,3664.29,0.9067,0.90086,0.90515,0.89922
2015-08-21,4.66,5.85,3507.74,0.86146,0.8528,0.86455,0.85609
2015-08-24,4.21,5.3,3209.91,0.76248,0.74733,0.75397,0.73827
2015-08-25,3.8,4.79,2964.97,0.67943,0.65885,0.66589,0.64444
2015-08-26,3.59,4.64,2927.29,0.6351,0.61152,0.64167,0.61852
2015-08-27,3.73,4.82,3083.59,0.66383,0.64212,0.67002,0.6487
2015-08-28,4.03,5.16,3232.35,0.72692,0.70929,0.73581,0.71875
2015-08-31,3.82,4.92,3205.99,0.68533,0.66461,0.68958,0.66914
2015-09-01,3.54,4.57,3166.62,0.61752,0.59218,0.62563,0.60082
2015-09-02,3.37,4.36,3160.17,0.56906,0.54033,0.5814,0.5535
2015-09-07,3.43,4.44,3080.42,0.58311,0.55478,0.59738,0.57002
2015-09-08,3.67,4.73,3170.45,0.65112,0.62727,0.65767,0.63427
2015-09-09,3.83,4.89,3243.09,0.68671,0.66516,0.68247,0.66063
2015-09-10,3.79,4.85,3197.89,0.6772,0.655,0.67411,0.65171
2015-09-11,3.83,4.91,3200.23,0.68695,0.66543,0.68733,0.66584
2015-09-14,3.51,4.52,3114.8,0.60547,0.57784,0.6147,0.58773
2015-09-15,3.25,4.22,3005.17,0.54136,0.50906,0.5529,0.52142
2015-09-16,3.57,4.58,3152.26,0.62962,0.60338,0.62731,0.60091
2015-09-17,3.49,4.54,3086.06,0.60092,0.57266,0.61976,0.59284
2015-09-18,3.58,4.64,3097.92,0.63182,0.60576,0.64105,0.61564
2015-09-21,3.75,4.87,3156.54,0.66654,0.6425,0.67806,0.65486
2015-09-22,3.77,4.94,3185.62,0.67204,0.64827,0.69508,0.67298
2015-09-23,3.69,4.89,3115.89,0.65528,0.63015,0.68292,0.6598
2015-09-24,3.79,4.98,3142.69,0.67805,0.65459,0.70376,0.68217
2015-09-25,3.61,4.77,3092.35,0.63828,0.61193,0.66206,0.63745
2015-09-28,3.73,4.93,3100.76,0.66334,0.63839,0.69248,0.66969
2015-09-29,3.65,4.84,3038.14,0.64661,0.62026,0.67152,0.64703
2015-09-30,3.68,4.83,3052.78,0.65326,0.62727,0.66973,0.64498
2015-10-08,3.88,5.07,3143.36,0.70011,0.67765,0.72156,0.7007
2015-10-09,3.99,5.21,3183.15,0.71937,0.69835,0.74349,0.72428
2015-10-12,4.22,5.47,3287.66,0.76693,0.74918,0.79946,0.78418
2015-10-13,4.29,5.57,3293.23,0.78309,0.76647,0.81829,0.80437
2015-10-14,4.23,5.47,3262.44,0.76902,0.75124,0.79924,0.78377
2015-10-15,4.38,5.65,3338.07,0.81116,0.79662,0.83333,0.8205
2015-10-16,4.42,5.75,3391.35,0.81926,0.80535,0.85174,0.84033
2015-10-19,4.44,5.74,3386.7,0.82124,0.80725,0.85065,0.83896
2015-10-20,4.54,5.88,3425.33,0.84154,0.82908,0.87132,0.8612
2015-10-21,4.19,5.46,3320.68,0.75573,0.73641,0.79618,0.78007
2015-10-22,4.41,5.69,3368.74,0.81534,0.80074,0.83976,0.82709
2015-10-23,4.55,5.89,3412.43,0.84249,0.83004,0.87414,0.8642
2015-10-26,4.62,5.91,3429.58,0.8536,0.84185,0.87838,0.86862
2015-10-27,4.66,5.92,3434.34,0.86357,0.85255,0.87881,0.86903
2015-10-28,4.5,5.81,3375.2,0.83124,0.81755,0.85867,0.8472
2015-10-29,4.56,5.9,3387.32,0.84273,0.82997,0.87662,0.86661
2015-10-30,4.53,5.86,3382.56,0.8367,0.82346,0.86639,0.85556
2015-11-02,4.4,5.75,3325.08,0.81202,0.79654,0.8497,0.83731
2015-11-03,4.43,5.76,3316.7,0.81818,0.80313,0.85127,0.83896
2015-11-04,4.66,6.07,3459.64,0.86388,0.85255,0.89392,0.88509
2015-11-05,4.67,6.11,3522.82,0.86773,0.85673,0.897,0.88843
2015-11-06,4.8,6.3,3590.03,0.8864,0.87695,0.90919,0.90165
2015-11-09,4.87,6.45,3646.88,0.89556,0.88674,0.91834,0.91145
2015-11-10,4.91,6.51,3640.49,0.90129,0.89292,0.92217,0.91557
2015-11-11,5.04,6.7,3650.25,0.91157,0.90404,0.93435,0.92875
2015-11-12,5.02,6.73,3632.9,0.90895,0.90119,0.93627,0.93084
2015-11-13,4.92,6.5,3580.84,0.90102,0.89259,0.92074,0.91399
2015-11-16,5.06,6.61,3606.96,0.91357,0.9061,0.9276,0.92133
2015-11-17,4.97,6.53,3604.8,0.90565,0.89745,0.92194,0.91516
2015-11-18,4.87,6.38,3568.47,0.89356,0.88427,0.91212,0.90445
2015-11-19,5.01,6.54,3617.06,0.90761,0.89955,0.92276,0.91601
2015-11-20,5.15,6.65,3630.5,0.92089,0.91399,0.93073,0.92469
2015-11-23,5.13,6.66,3610.32,0.91979,0.91269,0.9319,0.92586
2015-11-24,5.23,6.8,3616.11,0.92625,0.91969,0.941,0.93575
2015-11-25,5.35,6.91,3647.93,0.93611,0.9304,0.94858,0.94399
2015-11-26,5.31,6.89,3635.55,0.93311,0.92713,0.94747,0.94277
2015-11-27,4.89,6.48,3436.3,0.89535,0.88601,0.91575,0.90823
2015-11-30,4.95,6.58,3445.4,0.90181,0.89292,0.92409,0.91722
2015-12-01,4.95,6.54,3456.31,0.90185,0.89292,0.92072,0.91351
2015-12-02,4.89,6.44,3536.91,0.89472,0.88509,0.91245,0.90445
2015-12-03,5.04,6.63,3584.82,0.90985,0.90161,0.92833,0.92178
2015-12-04,5.11,6.64,3524.99,0.9178,0.91029,0.92836,0.92181
2015-12-07,5.19,6.71,3536.93,0.92122,0.91392,0.93366,0.92751
2015-12-08,5.04,6.62,3470.07,0.90919,0.90074,0.92577,0.91886
2015-12-09,4.98,6.56,3472.44,0.90282,0.89374,0.9209,0.91351
2015-12-10,4.97,6.52,3455.5,0.90211,0.89296,0.91679,0.90902
2015-12-11,4.91,6.43,3434.58,0.89499,0.88519,0.9093,0.90082
2015-12-14,5.03,6.52,3520.67,0.90632,0.89745,0.91685,0.90898
2015-12-15,5.1,6.62,3510.35,0.91538,0.90733,0.92591,0.91886
2015-12-16,5.11,6.66,3516.19,0.91767,0.9098,0.93083,0.92422
2015-12-17,5.27,6.86,3580.0,0.9286,0.92178,0.94401,0.93866
2015-12-18,5.3,6.84,3578.96,0.93201,0.92551,0.94177,0.93621
2015-12-21,5.36,6.91,3642.47,0.93654,0.9304,0.94893,0.94399
2015-12-22,5.41,6.92,3651.77,0.93919,0.93328,0.95045,0.94563
2015-12-23,5.32,6.82,3636.09,0.93396,0.92751,0.93996,0.9341
2015-12-24,5.32,6.8,3612.49,0.93398,0.92754,0.93886,0.93289
2015-12-25,5.36,6.83,3627.91,0.93626,0.93004,0.94038,0.93457
2015-12-28,5.21,6.68,3533.78,0.92054,0.91269,0.93028,0.92339
2015-12-29,5.28,6.74,3563.74,0.92881,0.92175,0.93368,0.9271
2015-12-30,5.36,6.82,3572.88,0.93633,0.92998,0.9397,0.93369
2015-12-31,5.28,6.66,3539.18,0.92849,0.92137,0.92737,0.92013
2016-01-04,4.8,6.09,3296.26,0.8735,0.86085,0.88136,0.86949
2016-01-05,4.66,5.92,3287.71,0.85036,0.83532,0.86495,0.85138
2016-01-06,4.78,6.1,3361.84,0.87173,0.85879,0.88257,0.87073
2016-01-07,4.31,5.53,3125.0,0.77121,0.74815,0.79626,0.77572
2016-01-08,4.33,5.55,3186.41,0.77877,0.75648,0.7997,0.77951
2016-01-11,3.99,5.15,3016.7,0.70228,0.67188,0.71909,0.69041
2016-01-12,3.99,5.14,3022.86,0.70239,0.67188,0.71807,0.68917
2016-01-13,3.83,4.91,2949.6,0.67115,0.6373,0.6704,0.63648
2016-01-14,3.98,5.14,3007.65,0.69963,0.66872,0.71828,0.6893
2016-01-15,3.84,4.94,2900.97,0.67176,0.63801,0.67773,0.64459
2016-01-18,3.91,5.07,2913.84,0.68755,0.655,0.70358,0.6727
2016-01-19,4.07,5.29,3007.74,0.72083,0.69164,0.73798,0.71058
2016-01-20,4.03,5.25,2976.69,0.71237,0.68217,0.73249,0.70441
2016-01-21,3.83,5.01,2880.48,0.67002,0.63539,0.69274,0.66049
2016-01-22,3.93,5.11,2916.56,0.69136,0.65899,0.71072,0.68038
2016-01-25,3.99,5.2,2938.52,0.70264,0.67106,0.72534,0.69617
2016-01-26,3.65,4.8,2749.79,0.62798,0.58848,0.64583,0.60823
2016-01-27,3.6,4.77,2735.56,0.61807,0.57754,0.64225,0.60428
2016-01-28,3.4,4.51,2655.66,0.55762,0.51069,0.59108,0.5477
2016-01-29,3.55,4.67,2737.6,0.60089,0.55857,0.62653,0.58693
2016-02-01,3.5,4.59,2688.85,0.58358,0.53944,0.61107,0.56984
2016-02-02,3.63,4.78,2749.57,0.62458,0.5848,0.64426,0.60657
2016-02-03,3.66,4.81,2739.25,0.63029,0.59113,0.64774,0.61043
2016-02-04,3.74,4.93,2781.02,0.64675,0.60936,0.67421,0.63972
2016-02-05,3.69,4.87,2763.49,0.63724,0.59885,0.65875,0.62264
2016-02-15,3.7,4.86,2746.2,0.63886,0.59934,0.65777,0.62032
2016-02-16,3.87,5.1,2836.57,0.68087,0.64582,0.71053,0.67873
2016-02-17,3.93,5.17,2867.34,0.69248,0.65858,0.72286,0.69231
2016-02-18,3.94,5.16,2862.89,0.69407,0.66036,0.72111,0.69038
2016-02-19,3.96,5.19,2860.02,0.69715,0.66379,0.7264,0.69626
2016-02-22,4.07,5.28,2927.18,0.7228,0.6919,0.73834,0.70917
2016-02-23,4.04,5.26,2903.33,0.71661,0.6849,0.73511,0.70547
2016-02-24,4.05,5.23,2928.9,0.71893,0.68737,0.72855,0.69807
2016-02-25,3.69,4.8,2741.25,0.63549,0.59457,0.64399,0.60403
2016-02-26,3.7,4.78,2767.21,0.63747,0.59679,0.64154,0.60132
2016-02-29,3.45,4.46,2687.98,0.56446,0.51521,0.57628,0.52837
2016-03-01,3.53,4.58,2733.17,0.59084,0.54441,0.60377,0.5588
2016-03-02,3.74,4.79,2849.68,0.64599,0.60567,0.64304,0.60238
2016-03-03,3.75,4.79,2859.76,0.64797,0.60773,0.64317,0.60238
2016-03-04,3.6,4.61,2874.15,0.61527,0.57131,0.61158,0.5672
2016-03-07,3.69,4.7,2897.34,0.63532,0.59334,0.62832,0.58553
2016-03-08,3.74,4.75,2901.39,0.64615,0.60526,0.63656,0.59457
2016-03-09,3.64,4.69,2862.56,0.62343,0.57977,0.62712,0.58388
2016-03-10,3.59,4.63,2804.73,0.61031,0.56497,0.61363,0.56867
2016-03-11,3.59,4.62,2810.31,0.61046,0.56515,0.61267,0.56761
2016-03-14,3.74,4.79,2859.5,0.64667,0.60526,0.64409,0.60238
2016-03-15,3.73,4.76,2864.37,0.64422,0.60238,0.63723,0.59457
2016-03-16,3.69,4.69,2870.43,0.63516,0.59211,0.62707,0.58306
2016-03-17,3.82,4.86,2904.83,0.66875,0.62952,0.65809,0.6176
2016-03-18,3.97,5.03,2955.15,0.70048,0.66502,0.69864,0.66297
2016-03-21,4.07,5.19,3018.8,0.72483,0.69202,0.72741,0.6949
2016-03-22,4.06,5.19,2999.36,0.72273,0.68956,0.72751,0.6949
2016-03-23,4.12,5.25,3009.96,0.73201,0.69984,0.73568,0.70395
2016-03-24,4.01,5.15,2960.97,0.70826,0.67311,0.71963,0.68586
2016-03-25,4.04,5.2,2979.43,0.71753,0.68352,0.72781,0.69503
2016-03-28,4.02,5.17,2957.82,0.71067,0.67558,0.72277,0.68914
2016-03-29,3.94,5.05,2919.83,0.69318,0.65584,0.69978,0.66324
2016-03-30,4.09,5.28,3000.65,0.72847,0.69531,0.74093,0.70929
2016-03-31,4.09,5.3,3003.92,0.72857,0.69531,0.74359,0.71217
2016-04-01,4.06,5.25,3009.53,0.72245,0.68845,0.73563,0.70325
2016-04-05,4.19,5.42,3053.07,0.74524,0.7137,0.77489,0.74702
2016-04-06,4.21,5.44,3050.59,0.75229,0.72151,0.77827,0.75072
2016-04-07,4.15,5.37,3008.42,0.73665,0.70383,0.76189,0.73221
2016-04-08,4.09,5.3,2984.96,0.72797,0.69408,0.74296,0.71094
2016-04-11,4.22,5.44,3033.96,0.75475,0.72398,0.77851,0.75072
2016-04-12,4.19,5.39,3023.65,0.74498,0.71288,0.76471,0.73509
2016-04-13,4.26,5.47,3066.64,0.76406,0.73427,0.78634,0.75936
2016-04-14,4.32,5.53,3082.36,0.77912,0.75113,0.80066,0.7754
2016-04-15,4.31,5.54,3078.12,0.77591,0.74753,0.80146,0.77632
2016-04-18,4.25,5.44,3033.66,0.76177,0.73139,0.77782,0.74949
2016-04-19,4.26,5.47,3042.82,0.76368,0.73344,0.78592,0.75854
2016-04-20,4.03,5.18,2972.58,0.7109,0.6738,0.72111,0.68531
2016-04-21,3.96,5.11,2952.89,0.69278,0.65323,0.70663,0.66886
2016-04-22,4.0,5.18,2959.24,0.70128,0.66283,0.72131,0.68544
2016-04-25,3.97,5.15,2946.67,0.69519,0.6557,0.71522,0.67832
2016-04-26,4.02,5.21,2964.7,0.70732,0.66927,0.72552,0.68984
2016-04-27,4.01,5.17,2953.67,0.70415,0.66557,0.7187,0.68202
2016-04-28,3.98,5.13,2945.59,0.69625,0.65652,0.70899,0.67092
2016-04-29,3.97,5.11,2938.32,0.69455,0.65461,0.70545,0.66694
2016-05-03,4.11,5.29,2992.64,0.72919,0.69379,0.74009,0.70612
2016-05-04,4.14,5.31,2991.27,0.73328,0.69844,0.74491,0.71159
2016-05-05,4.14,5.34,2997.84,0.73338,0.69856,0.75082,0.71828
2016-05-06,3.97,5.1,2913.25,0.6939,0.65394,0.70298,0.6642
2016-05-09,3.76,4.87,2832.11,0.64356,0.59671,0.65118,0.60534
2016-05-10,3.76,4.86,2832.59,0.64369,0.59671,0.64985,0.6037
2016-05-11,3.73,4.8,2837.04,0.63584,0.58768,0.63729,0.58932
2016-05-12,3.73,4.77,2835.86,0.63597,0.58768,0.63125,0.58234
2016-05-13,3.71,4.77,2827.11,0.63175,0.58292,0.63139,0.58251
2016-05-16,3.79,4.88,2850.86,0.6529,0.60657,0.65507,0.60903
2016-05-17,3.8,4.88,2843.68,0.6552,0.60903,0.6552,0.60903
2016-05-18,3.65,4.69,2807.51,0.6155,0.56386,0.61767,0.56632
2016-05-19,3.68,4.73,2806.91,0.62251,0.57166,0.62396,0.57331
2016-05-20,3.75,4.8,2825.48,0.64074,0.59236,0.63748,0.58867
2016-05-23,3.8,4.9,2843.65,0.6557,0.60903,0.66004,0.61396
2016-05-24,3.76,4.86,2821.67,0.64389,0.59548,0.65004,0.60246
2016-05-25,3.76,4.84,2815.09,0.64402,0.59548,0.64402,0.59548
2016-05-26,3.76,4.87,2822.44,0.64415,0.59548,0.65173,0.60411
2016-05-27,3.78,4.87,2821.05,0.64933,0.6014,0.65186,0.60427
2016-05-30,3.77,4.85,2822.45,0.64693,0.59836,0.64549,0.59671
2016-05-31,3.92,5.06,2916.62,0.68423,0.64066,0.6965,0.65462
2016-06-01,3.99,5.11,2913.51,0.70094,0.65955,0.70671,0.66612
2016-06-02,4.03,5.18,2925.23,0.71295,0.6731,0.72268,0.68419
2016-06-03,4.06,5.24,2938.68,0.7217,0.68309,0.73107,0.69376
2016-06-06,4.1,5.27,2934.1,0.72901,0.69117,0.7373,0.70062
2016-06-07,4.11,5.31,2936.05,0.73091,0.69322,0.74676,0.71129
2016-06-08,4.1,5.25,2927.16,0.72884,0.69076,0.73425,0.69692
2016-06-13,3.85,4.98,2833.07,0.66739,0.62022,0.67783,0.63214
2016-06-14,3.87,4.98,2842.19,0.67326,0.6268,0.67794,0.63214
2016-06-15,4.03,5.17,2887.21,0.71223,0.67119,0.71906,0.679
2016-06-16,4.01,5.15,2872.82,0.70442,0.66215,0.71485,0.67406
2016-06-17,4.05,5.18,2885.11,0.71819,0.6779,0.72214,0.68242
2016-06-20,4.07,5.23,2888.81,0.72368,0.68393,0.72835,0.68927
2016-06-21,4.02,5.16,2878.56,0.70726,0.66502,0.71588,0.67489
2016-06-22,4.11,5.27,2905.55,0.73178,0.69297,0.73788,0.69996
2016-06-23,4.1,5.28,2891.96,0.72936,0.69009,0.74049,0.70284
2016-06-24,4.04,5.22,2854.29,0.71475,0.67338,0.72659,0.68694
2016-06-27,4.19,5.37,2895.7,0.74785,0.71106,0.76399,0.72955
2016-06-28,4.25,5.44,2912.56,0.76551,0.7312,0.78128,0.74928
2016-06-29,4.23,5.46,2931.59,0.75986,0.72462,0.7871,0.75586
2016-06-30,4.23,5.43,2929.61,0.75994,0.72462,0.77786,0.74517
2016-07-01,4.21,5.42,2932.48,0.7543,0.71816,0.77615,0.74322
2016-07-04,4.28,5.52,2988.6,0.77121,0.73736,0.80057,0.77106
2016-07-05,4.31,5.56,3006.39,0.78024,0.74764,0.80888,0.78052
2016-07-06,4.36,5.59,3017.29,0.79642,0.76613,0.81181,0.78381
